72.87 (+/- 3.80)
73.87 (+/- 4.15)
73.32 (+/- 4.70)
66.40 (+/- 5.05)
69.72 (+/- 4.52)
69.68 (+/- 4.28)
70.65 (+/- 4.28)
74.66 (+/- 5.14)
72.40 (+/- 3.66)
66.74 (+/- 5.98)
69.33 (+/- 4.75)
67.96 (+/- 5.53)
